revenue,gender,age,engaged_last_30,lifecycle, days_since_last_order ,previous_order_amount,3rd_party_stores
797.96,1,62,0,C,13.29,2513.237,1
43.98,0,32,0,C,3.94,817.564,1
624.29,1,65,0,C,23.52,11597.9,0
649.99,1,52,0,A,0.42,2862.552,0
440.99,,,,B,5,4012.209,0
375.671,,,,C,9.55,1078.97,3
4176.9,,,,B,2.32,11597.9,0
1073.69,1,44,0,C,19.74,1002.98,10
920.97,1,72,0,C,2.35,993.577,1
465.96,,,,B,1.65,2098.22,0
219.99,1,55,1,B,4.23,11597.9,0
109.95,1,,0,A,0.65,4022.09,0
747.97,,,,C,13.94,10819.534,0
89.99,,,,C,5.74,525.99,2
59.99,,,,A,0.94,734.23,0
229,1,,0,C,0.52,1300.95,6
29.99,1,62,0,C,7.52,2218.384,10
1844.36,,,,C,18.61,469.98,10
2309.22,1,68,0,C,12.16,6713.737,1
164.98,1,56,0,A,0.74,2425.89,0
2918.53,1,,1,C,12.1,17.89,2
89,1,75,0,C,9.84,738.587,4
140,0,54,0,C,3.1,2092.127,1
55.98,1,51,0,C,14,28.98,6
219.463,1,56,0,B,3.68,3240.297,0
365.98,1,,0,C,5.9,796.94,1
297.99,1,56,0,B,1.61,1038,0
408.94,,,,C,11.58,3939.962,5
624.99,1,,0,C,5.45,2336.69,0
577.76,1,,0,C,8.97,19.8,0
55.97,,,,C,16.65,1368.977,4
499.98,1,62,0,B,1.29,11597.9,0
399.99,1,44,0,A,0.39,9106.84,0
1646.98,1,37,0,C,9,2882.59,0
119.99,,,,C,22.45,3989.94,0
1030,,,,C,7.26,5139.752,0
99.99,,,,B,1.77,0,0
1393.98,,,,B,2.52,5310.881,0
61.18,,,,C,5.97,1355.91,0
271.96,1,46,0,B,1.16,11597.9,0
102.97,1,32,0,C,16.52,623.17,7
1679.96,1,,0,C,4.13,34.6,1
153.18,1,74,0,C,11.26,337.99,1
1223.48,1,52,0,B,1.13,686.92,0
39.99,,,,B,1.52,334.17,0
62.99,,,,C,5.45,0,2
87.98,,,,A,0.26,1868.66,0
299.96,1,43,0,B,3.19,84.92,0
729.96,1,36,0,C,19.87,4849.529,0
563.51,,,,C,7.32,384.93,3
83.97,1,46,0,C,2.32,939.209,3
99,,,,A,0.19,1153.99,0
2.99,,,,B,1.23,461.99,0
705.56,,,,A,0.32,692.77,0
710.96,1,38,0,B,2.32,86.55,0
219.98,1,,0,C,4.29,0,1
129,,,,C,10.48,581.99,4
294.39,1,38,0,C,0.13,2741.64,1
378,1,,0,C,6.13,0,2
61.98,1,75,0,B,2.94,537.98,0
69.99,,,,C,10.61,1831.41,1
448.98,1,85,0,B,3.26,2137.8,0
41.94,1,49,0,B,1.61,17.98,0
59.99,,,,A,0.39,204.94,0
179.56,1,46,0,B,3,2829.061,0
229,1,,1,C,7.77,484.74,2
117.99,,,,C,9.77,865.67,4
1049,,,,C,13.32,764,3
859.97,1,37,0,A,0.87,2704.96,0
40.94,1,63,0,C,8.32,59.99,1
79.99,0,51,0,A,0.13,1572.98,0
481.98,,,,C,8.48,756.58,0
239,1,64,0,B,4.19,6567.97,0
1950.93,1,51,0,C,0.52,7052.35,10
649,,,,C,9.03,3768.8,2
235.98,,,,B,3.68,2786.204,0
365.98,1,,0,B,1.84,2606.198,0
499.99,1,46,0,B,4.74,1453.97,0
178.5,0,39,0,C,4.68,1178.94,2
81.76,1,49,0,B,4.16,3705.594,0
156.97,,,,B,1.42,1070.567,0
139.98,1,85,0,C,23.42,8453.087,7
79.96,1,,0,C,14.39,1223.9,0
1548,1,31,1,C,19.61,1023.04,6
426.82,1,72,0,C,7.9,1581.97,3
709.97,1,39,0,C,13.58,2739.61,5
307.97,1,46,0,C,6.45,1661.561,0
97.97,1,67,0,C,8.77,2690.098,3
47.98,1,37,0,C,2.35,1463.01,0
95.96,1,61,1,C,7.39,4983.88,2
27.99,1,55,0,B,4.94,78.99,0
124.16,0,47,0,B,1.74,0,0
38.99,,,,C,2.74,0,10
28.49,1,,0,C,5.84,4539.06,0
169.99,,,,C,9.16,4979.89,0
50.98,,,,C,17.74,0,10
149.99,,,,C,11.84,1017.99,10
44.99,,,,B,3.84,5615.901,0
269.33,1,47,0,A,0.84,11597.9,0
132.97,,,,C,13.71,793.302,0
279.96,,,,C,2.97,299.99,1
1027.34,,,,A,0.94,11597.9,0
22.98,1,80,1,B,2.94,11597.9,0
1278.94,1,30,1,C,22.74,2392,0
114.99,,,,A,0.13,1877.585,0
918.95,,,,C,18.52,741.89,0
511.87,1,60,1,A,0.13,4190.54,0
347.99,1,34,0,C,6.48,1142.99,1
129,1,64,0,C,11.55,1641.242,5
872.96,1,,0,A,0.9,893.99,0
140,1,52,0,C,9.42,381.99,10
251.879,0,,0,C,5.61,493.99,10
158.99,,,,C,7.03,0,3
179,0,31,0,C,21.13,1724.47,10
314.99,1,56,0,C,10.39,5214.37,0
203.718,,,,C,9.68,1959.53,2
41.98,1,65,0,C,7.32,865.479,0
167.94,1,38,0,C,11.39,18.49,3
83.97,1,37,0,A,0.74,659.99,0
696.97,,,,C,20.58,2616.942,7
888.97,1,,0,C,16.65,561.29,7
82.99,1,57,0,B,2.55,2762.38,0
399.99,,,,B,3.13,7692.218,0
75.99,,,,A,0.84,8393.351,0
375.06,,,,C,21.61,707.49,10
456.653,1,65,0,B,4.32,1230.99,0
117.52,,,,C,8.1,1735.38,3
39.99,,,,C,3.71,1589.01,1
1347.99,,,,B,4.74,951.49,0
11.99,1,59,0,C,14.65,2997.372,4
239,,,,C,13.87,514,10
239,,,,C,0.26,2798.992,0
1352.13,1,39,0,C,11.19,7008.41,0
239,1,66,0,C,5.87,993.98,10
877.97,1,31,0,A,0.84,636.92,0
499.99,1,,0,C,9.71,392,3
1238.87,1,48,0,C,12.39,4578.447,0
264.99,1,46,0,C,5.45,3342.99,0
499.99,1,,1,A,0.48,0,0
1102.44,,,,C,5.26,1473.86,0
899.97,1,60,0,C,2.84,7.94,1
14.99,,,,A,0.77,1750.73,0
53.99,1,53,0,C,14.29,3936.253,4
49.99,,,,A,0.58,0,0
235.98,1,44,0,C,16.74,1798.47,0
2327.98,1,45,0,C,12.29,3382.752,3
525.03,1,,0,B,2.06,2.95,0
159.99,,,,B,4.48,8094.98,0
423.8,1,57,0,C,2.58,3505.204,1
539.99,1,38,0,A,0.42,3033.32,0
179,1,48,0,C,16.61,428.48,10
99.99,1,46,0,C,8.13,69.99,0
58.93,,,,B,1.97,564.759,0
533.98,1,60,0,B,2.65,3087.802,0
478.97,,,,C,12.97,2792.645,1
99.99,,,,B,1.23,1296.99,0
53.95,,,,C,18.39,3878.717,1
307.408,,,,C,11.81,1770.76,10
115.94,,,,C,5.68,914.8,2
230.88,,,,C,7.35,2168.09,0
1,,,,C,12.58,3550.2,5
489.99,0,67,0,B,1.1,2783.921,0
117.99,1,,0,C,9.65,3425.3,4
92.97,1,68,0,B,1.9,11597.9,0
35.99,1,69,0,C,7.61,850.95,1
249.99,1,64,0,C,0.81,3887.767,5
109.95,,,,A,0.19,1472.217,0
119.99,,,,C,16.84,0,10
694.31,1,85,1,B,1.68,11597.9,0
291.98,1,,0,B,2.61,2688.335,0
824.99,1,24,0,C,6.26,9371.862,2
457.99,0,62,0,A,0.45,886.9,0
3399.99,1,62,0,C,0.39,4.99,10
29.97,1,78,0,A,0.97,2154.319,0
567.19,1,54,0,C,2.58,4.95,1
529.96,,,,C,1.16,699,10
79.3,1,40,0,C,17.06,2765.581,5
576.97,,,,C,8,3860.26,3
79.96,1,67,0,B,1.97,1582.437,0
239,,,,B,4.58,1687.8,0
479.99,,,,C,23.13,7.99,10
59.98,,,,A,1,5548.71,0
129,1,55,0,B,4.32,1023,0
83.99,,,,C,9.65,1691.24,0
220.95,,,,C,2.35,3298.482,10
49.99,1,83,0,B,1.06,1771.23,0
27.99,,,,C,4.52,163.99,1
357.99,,,,C,17.9,2118.077,2
101.17,1,88,0,C,6.84,949.99,1
199,,,,B,0.13,11597.9,0
134.99,1,95,0,B,2.13,788.88,0
49.98,1,35,0,C,3.61,1129.87,1
849.99,1,51,0,B,1.32,11597.9,0
538.97,1,45,0,C,5.71,10568.849,0
609.84,1,77,0,C,11.13,5305.212,5
468.97,1,25,0,C,4.29,473,1
1624.97,1,63,1,C,5.45,11597.9,2
192.95,0,46,0,C,10.23,825.59,0
171.98,,,,C,10.16,5912.63,0
199,1,56,0,C,7.58,0,2
1012.22,,,,C,1.55,1283.32,6
78.98,1,66,0,C,4.68,672.866,8
89.88,1,90,0,B,1.45,1335.611,0
307.9,0,46,0,B,2,2196.52,0
531.92,1,61,1,C,4.87,21.7,2
404.18,,,,B,2.1,1940.37,0
140,1,72,0,C,10.9,0,10
110.99,,,,C,7.52,209,1
538.97,,,,B,1.29,481.99,0
79.99,,,,C,0.13,2330.47,10
49.98,,,,C,0.52,1013,10
41.98,0,49,0,C,12.26,1179.12,5
63.99,1,,0,C,2.06,1548.043,10
209.98,1,61,0,B,1.84,450.97,0
231.96,,,,A,0.68,2899.271,0
89,1,47,0,B,1.61,2549.026,0
96.99,,,,C,14.19,310,6
41.88,1,55,0,C,23,3176.613,0
269.97,1,34,0,B,1.94,3297.38,0
277.37,,,,C,6.45,1316.61,2
1287.53,0,58,0,C,20.35,2353.559,7
721.29,,,,C,13.84,2855.611,6
299.99,,,,A,1,2574.5,0
847.49,,,,C,13.81,655.09,5
1971.82,1,51,0,C,9.55,6479.434,10
36.98,1,67,0,C,11.65,2425.48,0
32.99,1,66,0,B,2.42,2714.95,0
292.99,,,,C,7.55,1190.137,10
69.98,1,85,0,C,6.84,4554.962,2
61.98,1,19,0,B,3.58,4282.828,0
377.99,1,69,0,C,2.68,0,1
79.52,,,,C,5.26,1052.88,0
1695.63,1,57,1,B,1.16,11597.9,0
1164.95,,,,C,20.32,1338.99,1
25.99,,,,B,1.13,2532.167,0
242.97,0,64,0,C,0.74,2012.16,10
99.91,,,,B,1.61,0,0
1586.96,1,83,0,C,5.32,6315.359,1
919.96,,,,C,20.06,1513.587,5
109.99,,,,C,9.16,0,0
109.99,,,,B,1.19,3133.93,0
307.39,1,54,0,C,13.13,11597.9,0
37.98,1,70,0,C,9.45,114,3
423.23,1,38,0,B,1.68,2991.25,0
49.99,1,38,0,C,8.84,6782.036,4
211.98,,,,C,14.84,168.05,0
519.96,,,,B,3.55,366.99,0
69.99,1,43,0,C,10.48,1663.99,2
243.96,0,64,0,B,2.23,2580.484,0
189.99,,,,B,2.9,3749.339,0
431.98,1,61,0,C,7.26,0,2
946.97,,,,C,14.65,772.94,6
57.98,1,63,0,B,2.65,1732.38,0
134.95,1,,0,A,0.26,10.8,0
110.99,1,,0,C,8.68,781.45,4
78.26,,,,C,11.06,0,10
2099,,,,C,11.61,11597.9,0
734.97,1,53,0,B,4.61,2489.751,0
54.99,,,,A,0.42,10298.514,0
239,,,,C,8.45,533.23,1
75.96,,,,A,0.68,1670.421,0
191.93,1,78,0,B,3.1,11597.9,0
389.9,,,,B,1.06,1213.34,0
1207.66,,,,C,20.16,7729.735,0
79.99,1,51,0,A,0.45,0,0
649.99,1,65,1,B,2.32,11597.9,0
200.92,1,92,0,C,18.06,328.457,10
345.692,,,,B,4.19,7807.867,0
172.96,1,49,1,C,11.58,11597.9,0
139.99,1,64,0,C,8.77,3307.477,0
758.96,1,,0,C,17.84,3746.884,10
249.99,1,64,0,C,16.29,2351.928,1
399.99,,,,C,4.26,3615.04,1
99.99,,,,C,6.71,817.3,0
149.98,,,,A,0.65,1308,0
191.99,,,,B,4.06,4759,0
30.99,1,56,0,C,5.58,1736.82,2
136.05,,,,C,4.58,2746.1,1
445.6,1,79,0,C,19.74,69.89,2
66.98,1,58,0,C,6.35,2005.95,2
30,1,65,0,C,4.1,117.89,1
49.98,1,82,1,C,6,6925.287,0
129,,,,C,20.58,2489.554,0
70.97,1,,0,C,0.65,0,10
467.73,1,42,0,B,1.1,1360.34,0
2064,,,,C,16.84,7406.94,2
578,1,85,0,A,0.26,0,0
816.27,1,56,0,C,6.52,2660.58,0
59.99,1,33,0,C,22.94,1060.97,10
78.94,1,,0,C,3.65,12.85,1
1002.58,1,,0,B,4.97,1249.07,0
30.99,1,41,0,A,0.94,0,0
134.99,,,,C,22.61,4274.48,6
97.97,1,62,0,C,7.29,152.74,1
214.99,,,,C,15.97,42.99,0
74.97,1,52,1,B,1.94,2427.096,0
209.94,1,66,0,C,16.52,8.85,4
169.99,0,,0,C,7.19,660.98,0
299.99,,,,C,7.35,109.89,10
110.99,1,,0,C,6.9,450.98,0
56,,,,B,2.65,6353.034,0
119.99,0,,0,C,2.48,909.98,0
201.52,,,,B,1.16,2135.476,0
489.99,,,,B,3.32,2568.32,0
81.96,0,47,0,C,15.97,1344.644,0
185.98,1,,1,A,0.35,3490.08,0
269.99,1,23,0,A,0.77,0,0
549.83,,,,C,9.55,0,10
2313.94,1,69,1,A,0.13,11597.9,0
57.96,,,,A,0.32,669.24,0
449.99,1,,0,C,7,3560.84,0
440.99,,,,C,4.55,2671.88,4
49.99,1,37,0,C,8.03,1348.16,2
209.98,0,,0,C,19.29,0,1
514.99,,,,C,3.19,708.97,10
368.95,1,75,0,C,6.42,4150.22,0
119.98,0,,1,B,2.55,687.98,0
51.97,1,,1,C,8.94,336.99,1
564.97,,,,C,10.68,1118.577,0
1075.32,1,,0,C,14.94,895.577,10
449.97,1,39,0,C,12.48,16.99,10
31.35,1,82,0,C,5.65,1084.577,2
783.98,1,,0,C,13.61,2169.889,10
201.79,,,,C,22.19,757.99,1
209.97,1,,0,A,0.13,8.85,0
502.98,,,,C,9,5193.57,0
168.789,1,56,0,C,6.16,3277.95,0
284.98,1,,1,C,11.74,0,0
314.95,1,59,0,C,20.77,5068.638,0
347.98,,,,C,6.19,11597.9,1
1199.99,,,,C,9.9,3048.96,4
1798.96,,,,C,21.58,1608.99,4
64.99,1,93,0,C,22.45,1859.807,3
1244.95,,,,A,0.35,3348.42,0
39.96,1,38,0,C,3.81,2721.65,0
111.96,1,,0,C,2.42,0,1
1399.98,,,,C,12.68,3118.371,1
828.36,1,,0,C,18.61,1770.73,10
363.08,1,43,1,C,21.58,1838.555,10
57.98,,,,C,11.87,660.537,10
454.98,1,56,0,C,0.58,31.74,10
579,1,,0,B,1.9,109,0
149.99,1,27,0,B,2.68,769.34,0
110.99,1,25,0,B,1.81,1236.95,0
199.99,,,,B,2.77,1119.99,0
2063.95,,,,C,0.74,8305.37,10
56.99,,,,B,1.1,4839.681,0
433.86,1,,1,B,1.81,4.95,0
349.99,,,,C,15.61,15,5
9.99,,,,C,5.06,318.13,2
193.98,1,57,1,B,1.55,8508.511,0
6506.42,1,,0,A,0.55,11597.9,0
1062.38,1,67,0,C,8.71,0,10
240.8,1,38,0,C,12.68,1775.174,0
199,,,,C,12.84,655.99,10
179,,,,B,4.32,2932.15,0
119.98,,,,C,3.26,0,1
179.98,,,,A,0.77,2546.98,0
399.99,,,,A,0.71,1557.93,0
1988.96,1,,0,C,7.06,6235.96,2
239.96,1,,1,C,10.03,3932.872,0
599.98,1,47,0,A,0.9,11597.9,0
271.98,,,,A,0.65,644.077,0
83.26,1,42,0,B,2.29,2462.36,0
66,1,56,1,C,14.29,2593.674,0
219.97,,,,C,1.45,53.87,1
479.99,,,,C,21.52,975.577,10
247.99,1,,0,B,4,2358.95,0
4119.2,1,,0,B,1.58,7398.78,0
159,1,64,0,C,6.97,630.99,3
310.99,,,,C,18.45,0,10
1514,1,,1,C,7.1,1514,0
302.97,1,56,0,B,1.58,3570.768,0
83.99,1,57,0,A,0.19,4191.374,0
112.97,1,,0,B,4.87,504.134,0
288.97,,,,C,8.42,1636.39,3
8344.81,1,49,1,C,15.77,2375.49,1
96.99,,,,B,1.42,2376.99,0
399.99,,,,C,11.26,3526.82,1
279.96,,,,B,2.52,3508.89,0
1777.99,1,,0,B,2.45,1111.15,0
404.73,1,42,0,B,1.52,3481.96,0
239,,,,C,16.19,2135.147,10
600.47,,,,A,0.13,1406.99,0
347.89,,,,C,7.29,1620.97,3
678.96,1,,0,C,7.32,1054.99,3
44.98,,,,C,1.13,468.01,10
1118.95,1,47,0,A,0.42,1446.47,0
39.99,1,,0,A,0.13,59.3,0
3436,1,,1,C,0.13,11597.9,10
267.99,1,49,0,A,0.61,7230.249,0
140,,,,C,10.9,778,3
299.62,,,,C,14.1,2924.868,0
149.99,,,,A,1,209.92,0
139.98,1,,0,B,1.77,11.8,0
499.98,,,,B,4.06,2562.69,0
588.97,,,,C,2.58,5258.1,0
1399.88,1,39,1,B,2.81,2090.15,0
816.95,,,,C,0.13,410.99,2
419.98,,,,C,2.1,5477.997,0
279.96,1,,0,B,1.58,0,0
394.99,1,46,0,C,8.1,942.98,0
157.99,1,,0,C,3.74,2872.572,1
1468.88,,,,C,21.68,2995.99,1
71.98,1,61,0,C,22.58,516.767,10
311.94,1,43,0,C,3.06,350.99,0
1488.97,,,,C,18.61,486.99,10
1969.15,1,54,0,B,1.71,3465.641,0
99.99,1,37,0,C,17.39,11597.9,0
518.97,1,54,1,C,4.68,1680.594,1
151.98,1,68,0,B,1.32,0,0
52.97,1,79,0,C,9.81,1488.99,0
119.99,1,55,0,C,11.16,2689.18,5
109.99,,,,C,8.65,0,10
849.98,0,,0,C,5.48,681.97,0
734.97,,,,C,15.74,4359.98,0
119.99,,,,C,21.35,699,0
71.99,1,,0,C,3.55,0,10
644.97,1,,1,C,22.29,628,1
59.99,1,38,0,C,2.45,1589.17,1
26.99,1,57,0,C,5.32,807.244,2
1223.96,1,35,0,C,23.19,1716.734,1
381.79,1,47,0,B,3.45,9540.749,0
868.76,,,,C,2.81,1857.764,1
59.99,,,,C,0.32,2285.941,10
2281.98,1,,0,C,7.84,1368,3
897.69,,,,C,10.48,6961.49,3
590.92,1,,0,C,10.29,2.95,2
5.99,1,,0,C,0.55,49.99,10
323.39,1,,1,C,22.94,2660.49,3
560.93,1,53,0,C,4.35,2302.75,10
119,,,,C,22.97,8,5
406.67,,,,C,5.42,1593.93,2
445.5,1,82,0,C,11.74,3547.48,0
1255.99,,,,B,1.39,605.99,0
446.3,1,34,0,C,10.19,1321.86,1
99.99,1,,1,B,1.45,0.01,0
389.98,1,,0,B,1.13,0,0
89.07,1,58,0,C,23.71,6535.956,10
397.16,,,,C,15.61,1869.05,10
149.99,1,80,0,C,10.77,11597.9,0
179,1,65,0,C,23.71,3978.391,4
737.97,1,,0,B,1.16,0,0
200.99,,,,C,5.29,477.94,0
149.98,,,,C,7.74,845.97,1
92.95,1,81,0,C,7.77,1149.534,1
409.99,1,,0,C,23.52,2693.05,10
49.99,1,37,0,C,2.94,2053.601,1
435.97,1,,1,B,1.61,596.982,0
276,,,,C,3.23,23.99,1
990.77,1,44,0,C,15.19,1397.97,1
146.3,1,41,0,C,6.45,0,2
640.97,1,59,1,A,0.48,11597.9,0
2785.78,,,,C,6.77,717.99,2
987.96,1,,0,C,5.52,695,1
35.98,1,51,0,C,9.9,1295.587,4
113.98,,,,C,17.29,1548.99,10
756,,,,C,7.1,4516.24,0
1499.97,1,,0,C,10.26,343.99,0
1036.96,1,,0,B,1.45,15.99,0
239,,,,C,10.26,737,10
378.99,1,67,0,A,0.32,6360.94,0
110.98,1,48,0,B,2.74,1307.17,0
2568.54,1,,0,C,3.42,5696.13,1
539.97,,,,A,0.13,9612.05,0
375.75,,,,C,8.06,1908.637,2
70.06,1,,0,C,10.74,724.5,0
187.36,1,57,0,C,7,1561.52,1
2602.94,1,43,0,C,10.16,3949.877,0
1633.97,1,50,0,C,20.58,552.99,0
768.97,,,,B,4.55,4137.97,0
388.97,1,,0,C,22.81,948.48,8
279.96,1,,0,C,16.9,1112.99,10
683.96,1,,0,C,4.77,21.84,0
66.98,,,,C,6.55,20.48,0
2288.97,1,35,0,A,0.58,880.98,0
539.97,,,,C,6.23,5194,10
843.97,1,50,0,A,0.84,6351.364,0
239.98,,,,C,14.97,5390.453,2
68.99,,,,C,9.26,474.97,4
123.76,,,,C,7.06,3083.851,0
499.99,,,,A,0.71,531.99,0
66.98,,,,C,8.23,703.96,4
111.96,1,88,0,C,21.45,2078.54,0
112.97,,,,C,19.97,0,10
239,0,,0,C,12.84,646.99,10
37.98,1,47,0,A,0.58,3538.29,0
119.95,0,66,0,C,7.1,1541.457,0
1153.94,1,76,1,A,0.42,11597.9,0
36.98,,,,C,4.19,729.37,1
47.49,1,57,0,A,0.42,702.99,0
80.97,1,58,0,A,0.13,0,0
194.98,,,,B,2.81,2126.677,0
671.94,1,88,0,C,8.1,2655.864,0
1430.48,1,54,0,B,1.32,11597.9,0
2744.95,1,,0,B,1.06,11597.9,0
298,,,,C,20.58,5618.191,0
110,1,69,0,C,13.32,662.99,4
214.99,1,71,0,A,0.55,807.44,0
199,1,30,0,C,20.97,610.99,9
221.98,1,,0,C,2.1,595.99,0
29.99,1,45,1,C,16.29,4675.02,0
299.99,1,,0,C,22.06,1670.2,0
243.98,,,,C,4.87,2786.842,1
115.99,,,,C,17.81,6450.052,0
87.26,,,,C,7.52,1727.93,3
149.99,,,,C,8.71,8250.964,0
119.99,1,69,0,C,7.55,5944.137,1
115.6,,,,C,19,1121.97,2
246.55,,,,C,4.42,6961.88,0
43.98,,,,B,2.1,2910.64,0
3604.94,,,,B,2.52,2039.05,0
898,,,,C,10.42,2626.11,10
145.11,,,,C,12,1310.608,10
28.99,,,,C,6.55,0,3
49.99,,,,C,0.52,0,10
26.99,1,87,0,C,15.55,473.587,3
49.98,1,60,0,C,6.1,1028.95,2
179.97,1,,0,A,0.35,93.84,0
576.97,,,,C,21.06,2708.88,0
16.99,1,57,0,B,1.35,1409,0
49.99,,,,C,9.74,1018.99,0
1469.55,1,,0,B,2.42,4712.93,0
64.99,,,,C,15.1,3401.694,10
447.96,,,,C,9,2335.301,4
43.98,,,,C,16.65,1357.97,2
175.98,,,,C,7.39,0,0
51.29,1,34,0,B,1.58,944.007,0
636.02,1,60,0,A,0.84,1216.27,0
399.99,,,,C,14.35,4360.98,0
831.15,1,52,0,C,9.06,0,4
463.87,1,,0,C,7.68,1913.56,3
147.05,,,,C,5.13,170.84,0
194.97,0,,0,A,0.9,2252.96,0
258,,,,C,7.29,431.99,2
1284,,,,C,21.26,9.9,0
81.97,1,68,0,C,3.23,0,1
806.48,,,,B,1.97,2.4,0
414.99,1,,0,C,18.71,514.99,8
1169.27,,,,C,23.61,2620.684,6
159.99,1,41,0,C,0.94,2959.43,1
249.99,1,79,1,B,3,11597.9,0
784.95,,,,B,4.16,1694.446,0
323.98,,,,C,2.32,7142.726,0
119.99,,,,C,18.65,26.98,10
488.97,1,,1,C,18.84,1518.99,7
342.99,,,,C,21.61,686.56,10
199.99,1,43,0,C,8.06,266.99,0
95.98,1,39,0,C,22.68,1670.557,10
2522.99,1,72,1,C,6.9,23.99,10
213.98,1,,1,C,6.65,1031.99,0
618.23,,,,C,4.06,0,0
66.98,1,,0,A,0.26,0,0
5576.57,1,48,0,C,6.45,6630.111,0
264.99,,,,C,4.32,1522.98,1
221.98,,,,B,2.19,57.4,0
668.84,,,,C,0.19,1102.29,10
296.97,0,,0,B,4.16,5.9,0
139.99,1,,0,C,0.9,6089.912,2
172.98,,,,B,1.48,793,0
112.98,1,,0,C,10.03,376.99,0
399.99,1,43,0,A,0.35,11597.9,0
58.89,1,63,0,B,4.55,589.977,0
104.94,1,39,1,B,1.58,2018.842,0
221.98,1,40,0,C,3,2065.01,10
372.39,,,,C,20.23,1171.07,0
79.99,,,,C,13.23,2394,1
1010.95,,,,B,2.81,700.99,0
43.19,1,70,0,B,1.84,89.99,0
102.97,,,,A,0.32,1000.67,0
71.98,,,,C,7.87,865.874,1
197.98,1,,0,C,22.97,9.9,0
239,,,,C,6.06,1546.137,2
112.97,1,35,1,C,12.94,2541.07,0
2303.04,1,45,1,B,1.74,6928.12,0
379.99,0,61,0,C,12,1756.629,3
849.99,,,,C,15.77,650.99,2
221.98,,,,A,0.77,279.79,0
516,,,,C,13.26,0,0
33.98,1,59,0,C,9,1197,0
2309.9,1,,1,B,1.71,1044.57,0
169.99,1,42,0,C,6.9,7024.017,3
95.72,1,29,0,C,12.68,1822.651,0
1749,,,,C,17.35,2882,1
136.99,1,57,0,B,1.13,2350.02,0
75.49,1,74,0,A,0.26,502.03,0
129,,,,C,19.84,2154.672,0
1614.81,1,54,0,A,0.13,11597.9,0
2265.6,1,,1,C,0.19,298.97,10
1935.96,1,59,0,C,5.35,11.99,0
139.99,,,,A,0.84,646.31,0
133.96,,,,C,14.65,828,10
66.98,,,,C,10.16,0,0
39.99,1,59,0,B,1.84,1699.78,0
1185.98,,,,B,3.77,834.86,0
139.98,1,,0,C,3.16,189.99,1
17.98,1,,1,C,14.23,7076.714,0
16.99,,,,C,5.9,1045.98,3
767.99,1,,0,A,0.42,10479.62,0
89.99,1,,0,C,23.06,5359.974,0
348.18,1,,1,C,13.26,2792.487,0
372.39,1,53,1,C,13.55,4797.88,1
2748.98,1,,0,C,11.1,4478.95,0
219.98,1,31,0,B,1.45,2402.957,0
75.96,1,37,0,B,2.13,807.24,0
205.92,1,84,0,C,3.13,622.98,1
205.99,1,67,0,C,12.55,34.94,0
588.97,1,61,0,C,8.9,350.99,4
499.99,1,37,0,C,21.23,1117.97,4
199.99,,,,C,14.32,3051.527,10
239,1,,0,C,2.29,2504.587,0
23.01,,,,A,0.45,4790.059,0
149.97,1,73,0,C,1,2831.4,1
2139.98,1,79,0,C,8.42,996.98,10
897.96,1,57,0,B,2.52,1299.99,0
11.99,1,60,1,B,4.32,11597.9,0
113.98,1,,0,C,15.58,19.8,0
1175.13,,,,C,9.35,4871.93,4
31.99,1,76,0,B,2.48,7232.799,0
55.98,1,30,1,B,1.35,4486.17,0
99.99,1,34,0,B,1.06,2411.94,0
279.98,1,,1,A,0.45,6.99,0
138.99,,,,C,11.61,479.99,5
132.99,,,,C,14.81,698.8,1
61.18,1,74,0,B,3.74,2197.452,0
1460.34,1,,0,B,2.16,5.99,0
527.99,,,,C,23.23,872.99,10
75.96,,,,C,14.39,897.87,0
264.99,1,,0,B,3.84,3535.63,0
50.98,1,19,1,C,7.77,3125.447,1
342.98,1,,0,B,1.65,0,0
30.99,,,,B,1.32,1312.371,0
708.98,1,87,0,C,15.81,0,5
696,1,,0,A,0.13,121.98,0
200.99,1,53,1,C,6.65,11597.9,0
119.99,,,,C,23.71,1286.98,1
828.95,1,79,0,C,7.55,655.99,3
79.16,,,,C,21.35,1704.19,3
299,,,,A,0.81,3435.26,0
714.96,1,29,0,C,13.58,908,10
4345.86,1,47,0,C,0.19,820.95,2
239,1,,0,A,0.61,667.97,0
199.98,1,,0,B,1.9,14.85,0
53.89,,,,A,0.87,677.99,0
2291.2,,,,C,20.74,2933.16,0
299.98,1,53,0,B,4.68,2736.56,0
30.99,1,84,0,B,1.84,569.93,0
321.3,,,,C,16.42,1055.2,10
1259.97,1,37,0,C,6.65,2232.97,2
708.97,1,52,0,C,12.13,4934.161,2
151.99,0,,0,B,1.71,2771.74,0
139.98,,,,B,3,0,0
257.94,,,,C,2.74,0,1
209.97,,,,B,1.35,2267.5,0
41.98,1,42,1,A,0.32,627.98,0
43.19,,,,C,5.23,552.62,0
216.364,,,,C,10.71,552.99,0
239,,,,C,11.68,1204.99,5
969.99,,,,C,12.26,0,0
55.79,1,43,1,B,1.29,8,0
265.96,1,73,0,B,3,6227.523,0
980.59,,,,C,11.23,600.99,0
128.98,1,68,0,C,22.58,426.99,1
258.98,,,,C,19.39,6074.634,5
59.99,,,,C,19.16,1743.306,10
240.97,,,,B,2.45,3081.627,0
499.98,,,,C,3.29,299.99,1
744.78,1,58,1,C,21.9,1176.17,10
49.99,1,57,1,C,8.74,11597.9,0
